,artist_name,popularity,followers,artist_link,genres,top_track,top_track_album,top_track_popularity,top_track_release_date,top_track_duration_ms,top_track_explicit,top_track_album_link,top_track_link,query_genre
533,The Crane,45,34145,https://open.spotify.com/artist/7naloiyHdmw1HsJd95OYDL,"['chinese r&b', 'taiwan pop']",不介意,TALENT,59.0,2022-12-12,199640.0,False,https://open.spotify.com/album/58AtmygL5FdxGhuEUSnWwF,https://open.spotify.com/track/4tVLXGYrlv0aysDrZSLRVN,chinese
534,Don Malik,38,33613,https://open.spotify.com/artist/1DKIdDHKHi3rIwG4UB5zLE,"['k-rap', 'korean underground rap']",MY WAY (Prod. R.Tee),SHOW ME THE MONEY 11 Episode 1,53.0,2022-12-03,377371.0,False,https://open.spotify.com/album/4Jghep0PatLW7okdHbZBfy,https://open.spotify.com/track/3XfngyuVjltVRHSsLjrCRO,korean
535,Ragga Twins,38,31848,https://open.spotify.com/artist/41vebFiEyxaRwT7rNmRLpq,"['britcore', 'old school uk hip hop', 'ragga jungle', 'uk dancehall']",Bad Man - Skrillex Remix,OWSLA Spring Compilation 2015,49.0,2015-03-17,249600.0,False,https://open.spotify.com/album/6JfHI2sLjSuma3drVEtZLr,https://open.spotify.com/track/0GyQwGfHQm03m1F9gGfd1O,j-dance
536,Ralph,47,31686,https://open.spotify.com/artist/62z45XSe0e3HqK8VbhfFT0,"['j-rap', 'japanese drill', 'japanese trap']",Get Back,Get Back,35.0,2023-04-05,207015.0,True,https://open.spotify.com/album/5n3LWRLAo23gemhWfTB4Mc,https://open.spotify.com/track/0lxWZTQh1QLGH0mKHfMcip,japanese
537,Joshua Band,39,31684,https://open.spotify.com/artist/0i6Ug2VPQVjkTAjxk8wLJK,['chinese worship'],我安然居住,主祢是我們的太陽 (大衛帳幕的榮耀敬拜禱告系列專輯第十輯),41.0,2017-01-25,282270.0,False,https://open.spotify.com/album/1RltCmpXo0CONU7csbjBEp,https://open.spotify.com/track/6U4kmEnl48XgeVMiFCEn1s,chinese
538,Aldious,25,31176,https://open.spotify.com/artist/58BNa2XSCHkchphUFCdgb3,"['idol rock', 'j-pixie', 'japanese power metal', 'kawaii metal']",We Are,We Are,30.0,2017-11-29,252480.0,False,https://open.spotify.com/album/7BPVwNskIPKmWJOTwtIeZz,https://open.spotify.com/track/5aVsBK4kudiWfun0FZsNW8,j-idol
539,Nerd Connection,38,30771,https://open.spotify.com/artist/5WKUZJPvN1SScyggtPFShK,"['k-indie', 'korean indie rock']",Good Night Good Dream,Good Night Good Dream,55.0,2020-03-23,265983.0,False,https://open.spotify.com/album/4lFbDrujNnh4oFGBHIGYiv,https://open.spotify.com/track/423WHvB4mKprM6hELzpH3F,korean
540,程响,46,30609,https://open.spotify.com/artist/0EZ1dmFa27KXSwDwcZKT1O,['chinese viral pop'],时光洪流,时光洪流,58.0,2021-08-17,251199.0,False,https://open.spotify.com/album/4BXBO9Tqn43erEulVz5rNz,https://open.spotify.com/track/05yDoVDvARdRQCzDNNd6a1,chinese
541,Onestar,37,30555,https://open.spotify.com/artist/6EmgTIhhXGtfAmYYTfdtlz,"['k-pop ballad', 'korean pop']",Because I Don't Love You,Because I Don't Love You,48.0,2023-04-02,223826.0,False,https://open.spotify.com/album/7LX3cJhfSEBEX8zhw1LrKU,https://open.spotify.com/track/5mdl3TlXrImNPrIo3aO70q,j-pop
542,Onestar,37,30555,https://open.spotify.com/artist/6EmgTIhhXGtfAmYYTfdtlz,"['k-pop ballad', 'korean pop']",Because I Don't Love You,Because I Don't Love You,48.0,2023-04-02,223826.0,False,https://open.spotify.com/album/7LX3cJhfSEBEX8zhw1LrKU,https://open.spotify.com/track/5mdl3TlXrImNPrIo3aO70q,korean
543,刘增瞳,42,29868,https://open.spotify.com/artist/7gxd7YCz45rcBFHMxiFaHs,"['chinese viral pop', 'mainland chinese pop']",多想留在你身边,多想留在你身边,59.0,2018-12-01,212713.0,False,https://open.spotify.com/album/4AbFU2g4Hyh6bbQufO8jWC,https://open.spotify.com/track/64ui3N3QKhhYhnMyBDAbvv,chinese
544,Maharajan,36,29765,https://open.spotify.com/artist/5N22lbGgYS8PIR9or5LIIF,['japanese dance pop'],くらえ!テレパシー,くらえ!テレパシー,51.0,2023-01-05,176915.0,False,https://open.spotify.com/album/5QPurrlpbc5HWphTwfCG4i,https://open.spotify.com/track/7Jj6eiasbU7LVPXqZKBaNf,j-dance
545,Wasuta,28,29654,https://open.spotify.com/artist/62lVEFzoouKmA6vwwLrdZf,"['idol rock', 'j-pop girl group', 'shojo']",いぬねこ。青春真っ盛り,The World Standard,33.0,2016-05-04,210238.0,False,https://open.spotify.com/album/5vpUAqtNcF4cIRXpU3OVVw,https://open.spotify.com/track/2vxoXbkTXU1apkt7Bdnsdh,j-idol
546,STU48,30,29561,https://open.spotify.com/artist/0Z45lR91V2XYj0YxdiFxnF,"['48g', 'j-idol']",花は誰のもの?,花は誰のもの?,43.0,2022-04-07,250935.0,False,https://open.spotify.com/album/1ju0qlhMjLHhPMIovte8h5,https://open.spotify.com/track/4KZWXhQivY3VmD9g7yyFpR,j-idol
547,BLASÉ,43,29112,https://open.spotify.com/artist/6XsOOgLCtnkkOv2uhZXuB0,"['k-rap', 'korean drill']",Grrr - Spotify Singles,Spotify Singles,52.0,2023-03-17,236866.0,False,https://open.spotify.com/album/2XAl1NxzmOcAgtXNwYjqWn,https://open.spotify.com/track/2UrBX2cG7ZSnN2SbgspmtK,korean
548,YonYon,48,29013,https://open.spotify.com/artist/31cQ1UZ89lT9gFf6bvADZl,"['japanese chill rap', 'japanese r&b']",Found Me,Found Me,39.0,2020-12-02,183162.0,False,https://open.spotify.com/album/01zeKCZ5z10YZVvoBnMTta,https://open.spotify.com/track/7hz4cTpoK5N7u5I6UwPJ3r,japanese
549,LOZAREENA,39,28068,https://open.spotify.com/artist/5lRAsaQysYDBzpa1CT0qwV,['japanese dance pop'],I knew,I knew,54.0,2023-04-19,289960.0,False,https://open.spotify.com/album/2h744OhmRWGvyBqhRxcKMa,https://open.spotify.com/track/22fzmCpT5dx66zMfbrsOEL,j-dance
550,BRIDEAR,23,27212,https://open.spotify.com/artist/3h6F7NaadGF3Ayf3FJBjdR,"['idol rock', 'j-pixie', 'japanese power metal', 'kawaii metal']",IGNITE,IGNITE,33.0,2017-01-25,265984.0,False,https://open.spotify.com/album/7cHJzllPitfPZi4xjg4vPU,https://open.spotify.com/track/743eFTvwV8I9YBfZNDK4Bh,j-idol
551,Yoshimi Iwasaki,36,27024,https://open.spotify.com/artist/7mAczrzrX3yC9yix8DM1YV,"['anime', 'idol kayo', 'japanese new wave']",Touch,Touch,39.0,2017-11-01,193186.0,False,https://open.spotify.com/album/19XENSrORBPh2v5EVAOtI1,https://open.spotify.com/track/1YgsafBW9O7vhTjeeSuapN,j-idol
552,等什么君,43,26624,https://open.spotify.com/artist/6stPrcreG671w8jLivyFQ6,"['chinese drama ost', 'chinese viral pop']",赤伶,赤伶,53.0,2020-03-12,282171.0,False,https://open.spotify.com/album/5Nxp5JijvfFNuKXM5BrLQu,https://open.spotify.com/track/4YilnAap88OI3fu3pQ2fN8,chinese
553,PATEKO,39,26525,https://open.spotify.com/artist/0J372uvAXbRjLFSoAVE2lp,['korean underground rap'],"Rainy day (Feat. ASH ISLAND, Skinny Brown)",Rainy day,54.0,2020-07-19,218250.0,False,https://open.spotify.com/album/7lLMwJuLck4Rnd5GUi81j2,https://open.spotify.com/track/4LxFRsy3TZjqAtAgIsjkez,korean
554,SugLawd Familiar,51,26007,https://open.spotify.com/artist/6xiT2jISLeWrj8udndxqW4,['japanese pop rap'],LONGINESS REMIX,LONGINESS REMIX,51.0,2022-12-16,254310.0,False,https://open.spotify.com/album/6f9LnhAUXUVf4zAS1uKgjd,https://open.spotify.com/track/2ECrDpRYc2dV0xw0abViF8,j-pop
555,SugLawd Familiar,51,26007,https://open.spotify.com/artist/6xiT2jISLeWrj8udndxqW4,['japanese pop rap'],LONGINESS REMIX,LONGINESS REMIX,51.0,2022-12-16,254310.0,False,https://open.spotify.com/album/6f9LnhAUXUVf4zAS1uKgjd,https://open.spotify.com/track/2ECrDpRYc2dV0xw0abViF8,japanese
556,Maison book girl,24,25388,https://open.spotify.com/artist/2rkgBTtk0Ec32yjIYsFP87,"['denpa-kei', 'idol rock', 'j-idol']",Faithlessness,Image,39.0,2018-06-20,256581.0,False,https://open.spotify.com/album/2a1emqpuvhipzScdEBpkq7,https://open.spotify.com/track/7H4zZGCLNDp457svnrJdZB,j-idol
557,YOUR SONG IS GOOD,24,25199,https://open.spotify.com/artist/4Yt6N4u5vIpjRhT2O7zsLk,"['japanese dance pop', 'japanese jazztronica']",Motion (2019 Sessions),Sessions,33.0,2019-03-06,378358.0,False,https://open.spotify.com/album/1ML2YxT5dB7PeXoOtw3enA,https://open.spotify.com/track/7gRYo4ZETjCw8n3MqCs2Ut,j-dance
558,Silica Gel,34,25152,https://open.spotify.com/artist/2kxVxKOgoefmgkwoHipHsn,"['k-indie', 'korean indie rock']",NO PAIN,NO PAIN,46.0,2022-08-25,219414.0,False,https://open.spotify.com/album/0PU7zuIyFTemauVmePGD95,https://open.spotify.com/track/01d3IKaDzqxP50zPZnAkT9,korean
559,大籽,43,25137,https://open.spotify.com/artist/2NJLAUSe3Ifk9MiHbddRAi,['chinese viral pop'],白月光与朱砂痣,白月光与朱砂痣,65.0,2021-01-07,204215.0,False,https://open.spotify.com/album/59oQqDR4PppWowikQ1GeLA,https://open.spotify.com/track/1ghC63dL4Co6i5rVXENFh5,chinese
560,Capper,49,24695,https://open.spotify.com/artist/0NWX8s7X9gtjad7sIB0uba,['chinese melodic rap'],雪 Distance,Uniconfication,69.0,2023-03-01,165989.0,False,https://open.spotify.com/album/7xlWrNZ5NHxhQz9hHFqgbv,https://open.spotify.com/track/0EpH84Gd5z9xDavnWowfaC,chinese
561,Watson,52,24404,https://open.spotify.com/artist/0pq3BIPRIccDxXRCzlCePX,"['j-rap', 'japanese drill']",Makuhari,Makuhari,65.0,2023-04-19,250950.0,True,https://open.spotify.com/album/5IZ0GS67LGTVTEJTSFvb9o,https://open.spotify.com/track/6AaePXUruO3297PugyiDwT,japanese
562,SOUTH BLUE,51,24098,https://open.spotify.com/artist/2Y4BqFtHihCI2CazDTKkjI,['japanese r&b'],BOY,S,45.0,2022-02-14,183530.0,False,https://open.spotify.com/album/02BVA1M0IgtIWBxc9CBulB,https://open.spotify.com/track/0t1ipXkHAdsAHnGWE2An95,japanese
563,王ADEN,43,23940,https://open.spotify.com/artist/4ecBfM4xa6ZLDr7P8lsyTV,['chinese r&b'],想了妳6次,想了妳6次,58.0,2021-07-23,223636.0,False,https://open.spotify.com/album/4n3QnqVIEmJe0B2aZAlrk8,https://open.spotify.com/track/0z81zrkn4dqmRLJpRePjYc,chinese
564,Mary's Blood,22,23689,https://open.spotify.com/artist/7KIjskeqDtip66aAMMvX62,"['idol rock', 'japanese power metal', 'kawaii metal']",Marionette,Countdown to Evolution,30.0,2014-08-20,293786.0,False,https://open.spotify.com/album/5zZo0Xt0etoBxjV1AVFqGk,https://open.spotify.com/track/4tuW2TVsuwqb20ooNIczoV,j-idol
565,Gummy B,49,23493,https://open.spotify.com/artist/041GibkKYtPdNlIAqxs1gs,['chinese melodic rap'],石橋,安泰,62.0,2022-03-30,220499.0,False,https://open.spotify.com/album/3HA5af27JDxCKKncQpdNLY,https://open.spotify.com/track/1GSaEKLXJMbgS25vLiC1or,chinese
566,sora tob sakana,23,23061,https://open.spotify.com/artist/2dEKl1tM3JMwggawEuVISO,"['alt-idol', 'idol rock', 'j-pop girl group']",New Stranger,deep blue,42.0,2020-08-05,219000.0,False,https://open.spotify.com/album/7dzjqrOPVXBqwYYqh0imGE,https://open.spotify.com/track/4drOJg6VlWDmz0FQMHYyRc,j-idol
567,BlackNut,37,22940,https://open.spotify.com/artist/0T8sqjCB5w57zxvW5lp3qJ,"['k-rap', 'korean underground rap']",Grrr - Spotify Singles,Spotify Singles,52.0,2023-03-17,236866.0,False,https://open.spotify.com/album/2XAl1NxzmOcAgtXNwYjqWn,https://open.spotify.com/track/2UrBX2cG7ZSnN2SbgspmtK,korean
568,YRD Leo,47,22445,https://open.spotify.com/artist/5k76ohP20fsSfGqQStU3A3,['japanese chill rap'],Bye,Bye,32.0,2021-09-17,142516.0,False,https://open.spotify.com/album/4gCrk0StM7ZQ4WXZlbcKjS,https://open.spotify.com/track/0rGO8TCBW4d8G1qqN7t68Z,japanese
569,RED DIAMOND DOGS,12,22346,https://open.spotify.com/artist/56L69pTRrbMIVQoO9wbaS9,['japanese dance pop'],"RED SOUL BLUE DRAGON - feat. DOBERMAN INFINITY, JAY'ED, MABU",First of all,16.0,2022-04-28,232333.0,False,https://open.spotify.com/album/04qRXQlLMRdn4HYwC2xpo8,https://open.spotify.com/track/5h5YWOZkdzB2URnpcmQbVi,j-dance
570,Onyanko Club,29,22148,https://open.spotify.com/artist/5qahyxUWCUPR8C1vuGozmH,"['idol kayo', 'j-pop girl group', 'kayokyoku']",Sailor Fuku wo Nugasanaide,Kick Off,30.0,1990,222746.0,False,https://open.spotify.com/album/0b9mpNvfoYqRrdNO2ZPUeb,https://open.spotify.com/track/0FCsGMRpMCRs09GW9tW31H,j-idol
571,GANG PARADE,27,22101,https://open.spotify.com/artist/221zNlzeMJxLOPMYUIAaLx,"['idol rock', 'j-pop girl group']",SUPER PARTY PEOPLE,OUR PARADE,31.0,2023-04-28,252452.0,False,https://open.spotify.com/album/7LcW8ki8i6Oi1Agmyx6QNw,https://open.spotify.com/track/4d61B2qsgYd6V4dgpi9NSA,j-idol
572,80KIDZ,30,22026,https://open.spotify.com/artist/6ah9gnwgMJ1PMKhkKOwH1D,"['japanese dance pop', 'japanese electropop']",Memories,Memories,34.0,2023-05-24,171045.0,False,https://open.spotify.com/album/6W69O0ITYeU5NJfmMgq6Q9,https://open.spotify.com/track/7vDvrWD0b8Ff5BF4zU00Pl,j-dance
573,黄霄雲,46,21873,https://open.spotify.com/artist/4vcc1VAbvzJjbMTsPYL6OU,['chinese viral pop'],星辰大海,星辰大海,63.0,2021-01-15,207857.0,False,https://open.spotify.com/album/6TMqv3zCwNxM8JbNeUpk4P,https://open.spotify.com/track/47O6EPP78iQOOma2OVsYwS,chinese
574,BananaLemon,18,21614,https://open.spotify.com/artist/3JKU6cvr3SESsNviVlNCZc,['japanese dance pop'],#Slaysian,#Slaysian,26.0,2019-04-26,111943.0,True,https://open.spotify.com/album/1pFHZuGpv5Jnk83L80CoQc,https://open.spotify.com/track/2GkCeSkmYxUfKorH5MofwX,j-dance
575,Atsuko Maeda,19,21607,https://open.spotify.com/artist/2dqEyDtHYBZAihnvObcpcb,"['48g', 'j-idol']",タイムマシンなんていらない,Selfish<TYPE-A>,18.0,2016-06-22,250280.0,False,https://open.spotify.com/album/2hu5zQB8jc95OB0mQbITqS,https://open.spotify.com/track/1mo3XNRYmMxzbGSuAp4QqU,j-idol
576,Whiteberry,37,21553,https://open.spotify.com/artist/76oZZyUq2OsR4uvuZVYdPn,"['hokkaido indie', 'j-idol', 'j-poprock']",夏祭り,(初),59.0,2000,220706.0,False,https://open.spotify.com/album/4gYecLNP2SMcZ8ObXyryeS,https://open.spotify.com/track/6rDJe5gVgAunlkaSY1vnAF,j-idol
577,蓝心羽,42,21506,https://open.spotify.com/artist/5IUx51U4VsEk4wGQvZQcf2,['chinese viral pop'],星辰不坠落,星辰不坠落,55.0,2021-03-31,158259.0,False,https://open.spotify.com/album/0KKRvsm1w1TnyHFTpx7AC2,https://open.spotify.com/track/7KGal7IZNO34QgmNmjLBx4,chinese
578,Bonbero,48,20314,https://open.spotify.com/artist/4XOzeKvdkxm12dE22GJrpM,"['j-rap', 'japanese drill', 'japanese trap']",Makuhari,Makuhari,65.0,2023-04-19,250950.0,True,https://open.spotify.com/album/5IZ0GS67LGTVTEJTSFvb9o,https://open.spotify.com/track/6AaePXUruO3297PugyiDwT,japanese
579,戴羽彤,45,20295,https://open.spotify.com/artist/31A89YVMYZPUVXstvCDLqK,['chinese viral pop'],来迟,来迟,60.0,2021-04-14,233575.0,False,https://open.spotify.com/album/4nP0Jz4VBclxCqAKB6KSZm,https://open.spotify.com/track/5bhHRGoY7kCAztNSDx74cs,chinese
580,Tomomi Itano,22,20235,https://open.spotify.com/artist/321nhiiH5SXtp1UQ8441au,['j-idol'],Dear J,S×W×A×G,33.0,2014-07-02,221453.0,False,https://open.spotify.com/album/0207VJpFAqoGPJPIqSVFqx,https://open.spotify.com/track/5tN91D7Qcld6S1qbmWCa0t,j-idol
581,余佳运,42,20231,https://open.spotify.com/artist/7HK4O6JubRTt8VELxLXLZm,"['chinese r&b', 'chinese singer-songwriter']",和你,幸福三部曲,54.0,2016-08-09,200708.0,False,https://open.spotify.com/album/5o9hDObnLbqEr3HJafRI7D,https://open.spotify.com/track/7Ch8CWubyrCrz3A9IqCySR,chinese
582,Parc Jae Jung,37,20225,https://open.spotify.com/artist/7kXQtwn3ZRTBc8JYNyGwQy,"['korean ost', 'korean pop']",Let's Say Goodbye,Alone,52.0,2023-04-20,243853.0,False,https://open.spotify.com/album/3dmYqpVPhfNzIGLd3p57Y4,https://open.spotify.com/track/2KNEK9rGKQKKNE6FTt8PvQ,korean
583,Parc Jae Jung,37,20225,https://open.spotify.com/artist/7kXQtwn3ZRTBc8JYNyGwQy,"['korean ost', 'korean pop']",Let's Say Goodbye,Alone,52.0,2023-04-20,243853.0,False,https://open.spotify.com/album/3dmYqpVPhfNzIGLd3p57Y4,https://open.spotify.com/track/2KNEK9rGKQKKNE6FTt8PvQ,j-pop
584,LBI利比,50,19330,https://open.spotify.com/artist/1xMn0bhYRWHDV01mU8gP1J,['chinese viral pop'],小城夏天,小城夏天,68.0,2022-04-02,173382.0,False,https://open.spotify.com/album/2gBtz9cBcRTBvsux9pv9KF,https://open.spotify.com/track/4QZMBVrBLAvBryj8ZJIIY2,chinese
585,YOU'LL MELT MORE,19,19313,https://open.spotify.com/artist/2RYhvVLCIStmQSNVcQ987i,"['idol rock', 'j-pixie', 'japanese electropop', 'japanese new wave']",Nigenai!!,YOUTOPIA,15.0,2017-11-29,279356.0,False,https://open.spotify.com/album/6zWhhT9gByB7DYHZ7ONPrb,https://open.spotify.com/track/2o0KD11rhbJnKrgVZSayIY,j-idol
586,Maneki Kecak,22,19313,https://open.spotify.com/artist/0LA2C0Cbh1jk7lDtQiTehi,"['idol rock', 'j-idol']",きみわずらい,きみわずらい,33.0,2018-04-18,402586.0,False,https://open.spotify.com/album/5s9XkV8OQX31VSsvGlcbRK,https://open.spotify.com/track/4sR8oBiojS9toxu8ffHRmW,j-idol
587,Choi Yuree,43,19260,https://open.spotify.com/artist/6qvVoPGEqNCyYSjYCgfV1v,"['k-pop ballad', 'korean singer-songwriter']",Wish,"Hometown Cha-Cha-Cha, Pt. 4 (Original Television Soundtrack)",57.0,2021-09-25,237426.0,False,https://open.spotify.com/album/0I9P3bt2K8NAB97yh7uBPf,https://open.spotify.com/track/12n9WBfLII5EdQFzQiQFqv,korean
588,Choi Yuree,43,19260,https://open.spotify.com/artist/6qvVoPGEqNCyYSjYCgfV1v,"['k-pop ballad', 'korean singer-songwriter']",Wish,"Hometown Cha-Cha-Cha, Pt. 4 (Original Television Soundtrack)",57.0,2021-09-25,237426.0,False,https://open.spotify.com/album/0I9P3bt2K8NAB97yh7uBPf,https://open.spotify.com/track/12n9WBfLII5EdQFzQiQFqv,j-pop
589,TRiDENT,29,18602,https://open.spotify.com/artist/7rZdMuqbboWedMFTA5hsrh,"['idol rock', 'j-pixie']",Spoopy,Spoopy,40.0,2022-05-22,177405.0,False,https://open.spotify.com/album/1Wq6d5xmJf8UKeH3YXIgM2,https://open.spotify.com/track/520l4lqa1RwQZOhc643ioN,j-idol
590,张远,49,18115,https://open.spotify.com/artist/3PutidTQajzWO1gTetJReW,['chinese viral pop'],嘉宾,嘉宾,71.0,2020-10-26,333628.0,False,https://open.spotify.com/album/1orkuJNHCx51s1B0lWh3Ta,https://open.spotify.com/track/1IVj6CsBbTgOEpo0W6hgwN,chinese
591,WAGAMAMA RAKIA,28,17675,https://open.spotify.com/artist/0bnpBtGlXC8mn5fGHokarD,"['idol rock', 'j-pixie']",SURVIVE,SURVIVE,40.0,2020-11-18,306452.0,False,https://open.spotify.com/album/7o2VgupKigw9dN5mjeLdHU,https://open.spotify.com/track/3a0zUWUoSRzbiCouGZ60kU,j-idol
592,Pei-Yu Hung,48,17234,https://open.spotify.com/artist/0rARfHZ4ZteUlzbAuxUwAs,"['chinese indie', 'mainland chinese pop', 'taiwan pop']",不在一起就不會分開,明室,58.0,2022-10-14,287333.0,False,https://open.spotify.com/album/6EszGrLFpfDVjBypK9dQ8D,https://open.spotify.com/track/7gq2WiPb6MgCAL9YEUkpZW,chinese
593,Unknöwn Kun,27,16789,https://open.spotify.com/artist/5zfNAxbKj2jx54fC0GzNMl,['japanese dance pop'],Keep Tryin',Keep Tryin',45.0,2019-05-01,198545.0,False,https://open.spotify.com/album/6cTayMy2qurZfOwwdeZKwO,https://open.spotify.com/track/2vZBoKOsY1GBvgKOBSNOX5,j-dance
594,lyrical school,24,16642,https://open.spotify.com/artist/6V7cWMccRQEiOWSqygWYeK,"['j-idol', 'j-pop girl group']",DRIVE ME CRAZY,DRIVE ME CRAZY,21.0,2023-06-21,202202.0,False,https://open.spotify.com/album/4fbYLizAvREVxEAmLJhw3i,https://open.spotify.com/track/2KYPLE1BlSihYog3Z9mccv,j-idol
595,Negicco,21,16284,https://open.spotify.com/artist/4PoAqzGXLjpuYMmTRv24q6,"['alt-idol', 'j-idol', 'j-pop girl group']",I LOVE YOUR LOVE,I LOVE YOUR LOVE,26.0,2019-09-24,258864.0,False,https://open.spotify.com/album/5dfU89KvoiobJM370ITjMW,https://open.spotify.com/track/1Xg43VDHhBqOd0m3vXS6qI,j-idol
596,BAND JA NAIMON! MAXX NAKAYOSHI,23,16102,https://open.spotify.com/artist/1y2BdZ7ihwRkZQCohhNfQq,"['denpa-kei', 'idol rock', 'j-pop girl group']",Grow! Grow!,Songs of Synapusyu 3,16.0,2022-08-26,124661.0,False,https://open.spotify.com/album/53WhRTF0NbA1BflNihXosQ,https://open.spotify.com/track/1k2DxPKLbYcFbaxjydrrs1,j-idol
597,Royal 44,33,15953,https://open.spotify.com/artist/6I5eyZiVUpuPwE8mTXp7hC,['korean trap'],last day,Unwanted Life,44.0,2022-02-24,129896.0,False,https://open.spotify.com/album/3PUy3iSMoPWXNLezd6bi3r,https://open.spotify.com/track/0ICkuRd0qNZDZY82kGhs89,korean
598,Chi Ching Ching,30,15948,https://open.spotify.com/artist/1a3wNO8RPhwmEBZqm68aqU,"['dancehall', 'jamaican dancehall']",Crick Neck,Turning Tables,16.0,2018-09-21,157778.0,False,https://open.spotify.com/album/244ZEl2wBjRn6H7RovE8bi,https://open.spotify.com/track/2qU1tVnZ8DbA3OFA7wGGTK,j-dance
599,赵露思,50,15843,https://open.spotify.com/artist/02kfzFGTg4N70xlIO3hDvv,['chinese drama ost'],只想把你偷偷藏好(《偷偷藏不住》电视剧主题曲/片头曲),只想把你偷偷藏好(《偷偷藏不住》电视剧主题曲/片头曲),67.0,2023-06-19,194423.0,False,https://open.spotify.com/album/096qr8b6jJm2oICXJF39tX,https://open.spotify.com/track/7cwB09xvS1ArgeXozdf3dU,chinese
600,Kiri T,38,15764,https://open.spotify.com/artist/1gpUtHqrKRAEy8w7ojs8l5,['chinese electropop'],世一 (不可一世) [feat. Kiri T],This is MC (Deluxe),52.0,2023-03-15,263873.0,False,https://open.spotify.com/album/7DsuhLnk7vEp4DZ4Awcybx,https://open.spotify.com/track/6tr0lpSi0fKE3hSM0vkdIe,chinese
601,Sakuragakuin,23,15754,https://open.spotify.com/artist/6ZkreMw9VEGOdBw6NEuG92,"['idol rock', 'j-idol', 'j-pop girl group']",My Graduation Toss,さくら学院 2012年度 ~My Generation~,29.0,2013-03-13,331293.0,False,https://open.spotify.com/album/6Hmf11yWvYFXPBK2KocyeE,https://open.spotify.com/track/01bujXpZl6VCERxvvU1q87,j-idol
602,space x,50,15444,https://open.spotify.com/artist/5MfPm7ai5Y5vRePZ4MC9XL,['chinese viral pop'],0321,0321,69.0,2021-05-25,194743.0,False,https://open.spotify.com/album/1BoE1TWkVoegvrUClT0YcB,https://open.spotify.com/track/1pbb71pOKB5iqfkju4NmPj,chinese
603,Chillin Homie,38,15169,https://open.spotify.com/artist/5f48MQLr5eOXHcR4lFE1BM,"['k-rap', 'korean drill', 'korean trap']",We Higher (Prod. GroovyRoom),SHOW ME THE MONEY 11 Episode 1,51.0,2022-12-03,322173.0,False,https://open.spotify.com/album/4Jghep0PatLW7okdHbZBfy,https://open.spotify.com/track/6tgVI8jFmgbCUhxxyCt2yD,korean
604,Maika Loubté,30,15054,https://open.spotify.com/artist/0wMkBz97F3SE4yNz0y2OOz,['japanese dance pop'],薄明,crepuscular,41.0,2021-12-03,265040.0,False,https://open.spotify.com/album/65xrdCFgvAorZQB8tONZoc,https://open.spotify.com/track/5rpjOYav3yLcWspvPZ5Crd,j-dance
605,FlowBack,22,14851,https://open.spotify.com/artist/0gXdjWalwSp0EkSetJ612q,"['j-pop boy group', 'japanese dance pop']",Fireworks,Fireworks,36.0,2020-01-26,187500.0,False,https://open.spotify.com/album/5iGjOddM8iFkMK7DJ9XYeP,https://open.spotify.com/track/6IBF2iAunnqd9vVx2FtgW5,j-dance
606,王忻辰,48,14754,https://open.spotify.com/artist/61JBbdne26KjmyvOzjloSU,['chinese viral pop'],清空,清空,64.0,2021-01-28,177392.0,False,https://open.spotify.com/album/23w8NaKTfstEHCuBozpqKX,https://open.spotify.com/track/5HGvMmgabU7ZkF94klVhdm,chinese
607,于冬然,47,14731,https://open.spotify.com/artist/7mJv2vnmyEbD8eyI7tMLKs,['chinese viral pop'],听说你,听说你,61.0,2022-07-12,239095.0,False,https://open.spotify.com/album/4uxaFMLh7LkIAWWAWDwulj,https://open.spotify.com/track/4PKU5mPzC5lEDOLvVJ04As,chinese
608,Yanakoto Sotto Mute,18,14372,https://open.spotify.com/artist/2QWfkFwQbCDbNX0lIboUrY,"['alt-idol', 'idol rock', 'j-pixie', 'japanese indie rock', 'kawaii metal']",クローサー,MIRRORS,30.0,2018-05-04,141836.0,False,https://open.spotify.com/album/6dIdTxahVWVdp5WW9y1jqa,https://open.spotify.com/track/6Ke6eldROe4wV5GoEsJm1w,j-idol
609,海来阿木,43,14255,https://open.spotify.com/artist/1rnGRBv0NEz1JQySsVhxY4,['chinese viral pop'],五十年以后,五十年以后,55.0,2021-08-17,310218.0,False,https://open.spotify.com/album/7btIrnGhAFfLfgKhQvXYdg,https://open.spotify.com/track/0kgs92vcvTsH2zwabta6Ts,chinese
610,JUMADIBA,48,14111,https://open.spotify.com/artist/1a6hwHX0XKVKDpicEmwzCj,"['j-rap', 'japanese drill', 'japanese underground rap']",Kick Up,Kick Up,30.0,2022-04-13,187696.0,True,https://open.spotify.com/album/6KkikXwQyUw7jtJqrfo35a,https://open.spotify.com/track/3GEZrXDyJGtcIo4kLLiF67,japanese
611,SILKYBOIS,31,14091,https://open.spotify.com/artist/19e5d7VkNQCFklPG8Iqdy5,"['k-rap', 'korean drill', 'korean trap']",BOMAYE,BOMAYE,43.0,2021-05-30,192115.0,True,https://open.spotify.com/album/3n5tM4HApds5JZ0FHipEq7,https://open.spotify.com/track/1iM1dvbYP32cQqkhGfwIgm,korean
