,artist_name,popularity,followers,artist_link,genres,top_track,top_track_album,top_track_popularity,top_track_release_date,top_track_duration_ms,top_track_explicit,top_track_album_link,top_track_link,query_genre
180,Mariya Takeuchi,54,642282,https://open.spotify.com/artist/3WwGRA2o4Ux1RRMYaYDh7N,"['classic city pop', 'idol kayo', 'japanese singer-songwriter']",Plastic Love,Expressions,68.0,2008-05-21,294493.0,False,https://open.spotify.com/album/3lBX7AtzE4JoZaAIBLptRx,https://open.spotify.com/track/7rU6Iebxzlvqy5t857bKFq,japanese
181,Mariya Takeuchi,54,642282,https://open.spotify.com/artist/3WwGRA2o4Ux1RRMYaYDh7N,"['classic city pop', 'idol kayo', 'japanese singer-songwriter']",Plastic Love,Expressions,68.0,2008-05-21,294493.0,False,https://open.spotify.com/album/3lBX7AtzE4JoZaAIBLptRx,https://open.spotify.com/track/7rU6Iebxzlvqy5t857bKFq,j-idol
182,Keisuke Kuwata,54,622471,https://open.spotify.com/artist/6YIqgghQqnkNne8BKQpW6v,['j-pop'],Naminori Johnny [2022 Remaster],Itsumo Dokokade,33.0,2022-11-23,269466.0,False,https://open.spotify.com/album/2nFXYmfqJ6f5YnQAX5227e,https://open.spotify.com/track/7t4BCTIiOZQ7GnviOb36pZ,j-pop
183,B'z,61,620849,https://open.spotify.com/artist/7i9bNUSGORP5MIgrii3cJc,['j-pop'],イチブトゼンブ,MAGIC,63.0,2009-11-18,249796.0,False,https://open.spotify.com/album/5VbMiMMnFcLAI64OY6kxJC,https://open.spotify.com/track/3IYcbagYZ9z1Svaw8B33Pd,j-pop
184,Creepy Nuts,59,616087,https://open.spotify.com/artist/0pWR7TsFhvSCnbmHDjWgrE,"['j-pop', 'j-rock']",ばかまじめ,アンサンブル・プレイ,66.0,2022-09-07,172026.0,False,https://open.spotify.com/album/0umDAVn3Zr250pR0NA9FFI,https://open.spotify.com/track/7FiTlLKW0Knj8rm7lMa9N7,j-pop
185,milet,64,615291,https://open.spotify.com/artist/45ft4DyTCEJfQwTBHXpdhM,['j-pop'],絆ノ奇跡,絆ノ奇跡,83.0,2023-04-10,223320.0,False,https://open.spotify.com/album/1xml9CR90tJdvTESDk4Q4s,https://open.spotify.com/track/2VBLFxCUyFp5BfmsZpxcis,j-pop
186,Keyakizaka46,48,612857,https://open.spotify.com/artist/03E7w8NrBr4lNCK33TQyil,"['j-idol', 'j-pop', 'j-pop girl group']",サイレントマジョリティー,真っ白なものは汚したくなる (Complete Edition),58.0,2017-07-19,265826.0,False,https://open.spotify.com/album/7qPeOcSdZjHCaHcG5L6xPC,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,j-idol
187,aiko,57,602231,https://open.spotify.com/artist/6TDMbiQCWeMClsMr9ORLRK,"['j-pop', 'j-rock']",Hanabi,Sakura no Ki no Shita,41.0,2016,278973.0,False,https://open.spotify.com/album/0V7yGZFnkvdhnTN16bH3Pf,https://open.spotify.com/track/0vrjT7RqBiBJeEJdkXlEy0,j-pop
188,Zion.T,54,573685,https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby,"['k-pop', 'k-rap', 'korean r&b']",No Make Up,No Make Up,61.0,2015-10-12,189154.0,False,https://open.spotify.com/album/0r0xWI5K9ieP0jpZUrXrDd,https://open.spotify.com/track/4ppKRxity3jJd2hGoVyD4u,j-pop
189,Zion.T,54,573685,https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby,"['k-pop', 'k-rap', 'korean r&b']",No Make Up,No Make Up,61.0,2015-10-12,189154.0,False,https://open.spotify.com/album/0r0xWI5K9ieP0jpZUrXrDd,https://open.spotify.com/track/4ppKRxity3jJd2hGoVyD4u,korean
190,Yerin Baek,56,568634,https://open.spotify.com/artist/6dhfy4ByARPJdPtMyrUYJK,['korean pop'],Here I Am Again,"Crash Landing on You (Original Television Soundtrack), Pt. 4",63.0,2020-01-12,234840.0,False,https://open.spotify.com/album/2qCB3BnsOtq3Rja6nPslrk,https://open.spotify.com/track/1uZ5Ulb2qfle3HbqB12vNQ,j-pop
191,Yerin Baek,56,568634,https://open.spotify.com/artist/6dhfy4ByARPJdPtMyrUYJK,['korean pop'],Here I Am Again,"Crash Landing on You (Original Television Soundtrack), Pt. 4",63.0,2020-01-12,234840.0,False,https://open.spotify.com/album/2qCB3BnsOtq3Rja6nPslrk,https://open.spotify.com/track/1uZ5Ulb2qfle3HbqB12vNQ,korean
192,Yoga Lin,53,558769,https://open.spotify.com/artist/1GPoTgvXd5OqZMF1akOsV2,"['chinese r&b', 'mandopop']",說謊,感官/世界,58.0,2009-10-30,264160.0,False,https://open.spotify.com/album/5xQZa2Pvi6JoQnZFzYaRAt,https://open.spotify.com/track/5EXpL9orGpIsscSyBgPdSx,chinese
193,Mavado,54,549595,https://open.spotify.com/artist/0eezS9KmhdjGN436RdTIXu,"['dancehall', 'jamaican dancehall', 'reggae fusion']",When U Feel Lonely,When You Feel Lonely - Single,61.0,2012-06-19,192280.0,False,https://open.spotify.com/album/144rvHQ8STUF4gdZphJTbE,https://open.spotify.com/track/1qS5ilrtVq8eDjjHrSxvE6,j-dance
194,Busy Signal,57,548749,https://open.spotify.com/artist/4RfTXjK9aiiIKDaKUHpL57,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Watch Out For This (Bumaye),Free The Universe (Extended Version),62.0,2013-04-16,269146.0,False,https://open.spotify.com/album/6Ax8Neb7dEif3KUlJwj2P8,https://open.spotify.com/track/3j9o0zUoyGNXkijNSyRyBI,j-dance
195,ELLEGARDEN,53,535993,https://open.spotify.com/artist/3cbd5GWGOknxmFAe77MDbk,"['j-pop', 'j-rock', 'japanese emo', 'japanese pop punk', 'japanese punk rock']",ジターバグ,BRING YOUR BOARD!!,57.0,2003-07-02,199826.0,False,https://open.spotify.com/album/2WdPiPEVjeDLeOr5sMpT4k,https://open.spotify.com/track/78ooUd8wbjp22IzEPGxlRg,japanese
196,ELLEGARDEN,53,535993,https://open.spotify.com/artist/3cbd5GWGOknxmFAe77MDbk,"['j-pop', 'j-rock', 'japanese emo', 'japanese pop punk', 'japanese punk rock']",ジターバグ,BRING YOUR BOARD!!,57.0,2003-07-02,199826.0,False,https://open.spotify.com/album/2WdPiPEVjeDLeOr5sMpT4k,https://open.spotify.com/track/78ooUd8wbjp22IzEPGxlRg,j-pop
197,wave to earth,68,524359,https://open.spotify.com/artist/5069JTmv5ZDyPeZaCCXiCg,"['bedroom r&b', 'korean city pop']",seasons,summer flows 0.02,81.0,2020-08-04,256000.0,False,https://open.spotify.com/album/4R3ERcDOQP7o1Lkok2uO7E,https://open.spotify.com/track/1acVBP8BcK6LTeNeFjfxnh,j-pop
198,wave to earth,68,524359,https://open.spotify.com/artist/5069JTmv5ZDyPeZaCCXiCg,"['bedroom r&b', 'korean city pop']",seasons,summer flows 0.02,81.0,2020-08-04,256000.0,False,https://open.spotify.com/album/4R3ERcDOQP7o1Lkok2uO7E,https://open.spotify.com/track/1acVBP8BcK6LTeNeFjfxnh,korean
199,Nissy,51,518659,https://open.spotify.com/artist/4L9VSeE7K3BTBndqEL9A6q,['j-pop'],トリコ,トリコ / Relax & Chill,59.0,2018-09-30,232439.0,False,https://open.spotify.com/album/7Cqi1UXZY5Csl0pe9Ggxts,https://open.spotify.com/track/04vWAqnvToa2v4D4A2yhzH,j-pop
200,Yutaka Ozaki,49,517055,https://open.spotify.com/artist/7Mo0nFEU6E8fGI0P2u7MOl,"['j-pop', 'japanese singer-songwriter']",I LOVE YOU,愛すべきものすべてに -YUTAKA OZAKI BEST,61.0,1983,260626.0,False,https://open.spotify.com/album/5KYFjInulb9juOaJSDJtme,https://open.spotify.com/track/0HMSTmDVXtCSauJvu8nnfs,japanese
201,Miliyah,49,514606,https://open.spotify.com/artist/29D4iRqjepAsZt6o5hccND,"['anime', 'j-pop', 'japanese r&b']",Love Forever,M BEST,47.0,2004,312933.0,False,https://open.spotify.com/album/0GQro52e9oM1Xv0wqDpBdk,https://open.spotify.com/track/62iKfnbcfDMPSSEe9ghKzM,japanese
202,10cm,54,500369,https://open.spotify.com/artist/6zn0ihyAApAYV51zpXxdEp,['korean pop'],Drawer,"Our Beloved Summer (Original Television Soundtrack), Pt.1",61.0,2021-12-07,237266.0,False,https://open.spotify.com/album/1EZNobvRioRsfH5Av4fjBv,https://open.spotify.com/track/1OQ3PoRZRtE7RH0NIh3p1O,korean
203,10cm,54,500369,https://open.spotify.com/artist/6zn0ihyAApAYV51zpXxdEp,['korean pop'],Drawer,"Our Beloved Summer (Original Television Soundtrack), Pt.1",61.0,2021-12-07,237266.0,False,https://open.spotify.com/album/1EZNobvRioRsfH5Av4fjBv,https://open.spotify.com/track/1OQ3PoRZRtE7RH0NIh3p1O,j-pop
204,HYUKOH,48,493903,https://open.spotify.com/artist/57okaLdCtv3nVBSn5otJkp,"['korean indie folk', 'korean r&b']",Wi Ing Wi Ing,20,60.0,2014-09-18,194866.0,False,https://open.spotify.com/album/6bzkEKKOMT3I3jaIrUtEaO,https://open.spotify.com/track/66UcQu5LBo2A7AC0A5r0lI,korean
205,ORANGE RANGE,55,490331,https://open.spotify.com/artist/4upiYMjsFfLRieGo8RVRzD,"['j-pop', 'j-poprock', 'j-rock', 'okinawan pop']",イケナイ太陽,PANIC FANCY,65.0,2008-07-09,239186.0,False,https://open.spotify.com/album/0bcznv62ho46F3dl6paFG7,https://open.spotify.com/track/7emibp3qHeqNNYqZ2Y09xb,j-pop
206,MY FIRST STORY,60,489825,https://open.spotify.com/artist/6cutt8thPFUICMfxaYerWd,"['j-pop', 'j-rock', 'japanese post-hardcore']",I'm a mess,X,71.0,2022-08-24,251333.0,False,https://open.spotify.com/album/16Bd2ZNChy3Emmy1Vmdo0e,https://open.spotify.com/track/5m21ZR5lO6U0tp9KENxuCc,japanese
207,MY FIRST STORY,60,489825,https://open.spotify.com/artist/6cutt8thPFUICMfxaYerWd,"['j-pop', 'j-rock', 'japanese post-hardcore']",I'm a mess,X,71.0,2022-08-24,251333.0,False,https://open.spotify.com/album/16Bd2ZNChy3Emmy1Vmdo0e,https://open.spotify.com/track/5m21ZR5lO6U0tp9KENxuCc,j-pop
208,BOØWY,52,481944,https://open.spotify.com/artist/0pr3ep0knQaPHEZ2X8niA0,"['j-pop', 'japanese new wave', 'japanese rockabilly']",MARIONETTE,PSYCHOPATH,59.0,1987-09-05,230173.0,False,https://open.spotify.com/album/5XNV1gmhnTnwvQ1bpMmYhj,https://open.spotify.com/track/1zg3S9jjRaKG3O9TMU6Cnh,japanese
209,BOØWY,52,481944,https://open.spotify.com/artist/0pr3ep0knQaPHEZ2X8niA0,"['j-pop', 'japanese new wave', 'japanese rockabilly']",MARIONETTE,PSYCHOPATH,59.0,1987-09-05,230173.0,False,https://open.spotify.com/album/5XNV1gmhnTnwvQ1bpMmYhj,https://open.spotify.com/track/1zg3S9jjRaKG3O9TMU6Cnh,j-pop
210,E-girls,43,481553,https://open.spotify.com/artist/6CKN3GUiWMrESH1RKn3ecz,"['j-idol', 'j-pop', 'j-pop girl group']",Follow Me,Lesson 1,52.0,2013-04-17,246160.0,False,https://open.spotify.com/album/6aEY7KP62kBQHc3y9PQ0B4,https://open.spotify.com/track/06yfLJC5pMcFw8hoNovLaT,j-idol
211,Lilas Ikuta,60,476054,https://open.spotify.com/artist/1qM11R4ylJyQiPJ0DffE9z,"['j-pop', 'japanese teen pop']",スパークル,Sketch,68.0,2023-03-08,210500.0,False,https://open.spotify.com/album/5aCgGOMefRFhsLgclMThoy,https://open.spotify.com/track/3MR8qQiK1Bydhw9WjAzwzU,japanese
212,Lilas Ikuta,60,476054,https://open.spotify.com/artist/1qM11R4ylJyQiPJ0DffE9z,"['j-pop', 'japanese teen pop']",スパークル,Sketch,68.0,2023-03-08,210500.0,False,https://open.spotify.com/album/5aCgGOMefRFhsLgclMThoy,https://open.spotify.com/track/3MR8qQiK1Bydhw9WjAzwzU,j-pop
213,SHISHAMO,54,470879,https://open.spotify.com/artist/6MGHit7sV38BhpChZYByFv,"['j-pop', 'j-rock']",君の目も鼻も口も顎も眉も寝ても覚めても超素敵!!!,SHISHAMO 7,56.0,2021-06-30,215146.0,False,https://open.spotify.com/album/2p074ywYtKAJGyJT6ESvPe,https://open.spotify.com/track/1hTReyVBNVvDqssrJMBGyz,j-pop
214,Beenie Man,58,467258,https://open.spotify.com/artist/4L3GTE04bW5N7azA9QPhjA,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']",Flow Natural,Top Of The Line,72.0,2006-01-01,173866.0,False,https://open.spotify.com/album/0GERlfOuy87BuTAcwuO5Kb,https://open.spotify.com/track/2oeyvFG0mFFDHUxhPVObNk,j-dance
215,Reol,56,467185,https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ,"['anime rock', 'japanese electropop']",第六感,第六感,63.0,2020-07-27,191624.0,False,https://open.spotify.com/album/6CTOnVKQhpsL1NeJQ3XyXF,https://open.spotify.com/track/22sQUmLhT8umlEhQzDrzfJ,japanese
216,Novelbright,58,464661,https://open.spotify.com/artist/0jWCX6zp4RjWrmZRxJ2uri,"['j-pop', 'j-rock']",愛とか恋とか,Assort,74.0,2022-05-16,232453.0,False,https://open.spotify.com/album/12cXi1i1cgTVe27Rb122kZ,https://open.spotify.com/track/1VHL1PIkhDwWbFc65xHwOr,j-pop
217,ATARASHII GAKKO!,59,458074,https://open.spotify.com/artist/4OfU76YhPU04wlmbVFFgTJ,['j-pop girl group'],OTONABLUE,ICHIJIKIKOKU,66.0,2023-04-12,184773.0,False,https://open.spotify.com/album/6Ah0YGqpd7Dg6zB35ojUQz,https://open.spotify.com/track/3h1XlHgx0m1dO6nNSO1kSV,j-pop
218,Simon Dominic,48,454127,https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN,"['k-pop', 'k-rap', 'korean r&b']",Simon Dominic,₩ & ONLY,50.0,2015-08-21,223087.0,False,https://open.spotify.com/album/1gH9rdHenF2tgGr5Q1EjNW,https://open.spotify.com/track/2kbTe9JWzLAXa4MCp1FVNz,korean
219,Simon Dominic,48,454127,https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN,"['k-pop', 'k-rap', 'korean r&b']",Simon Dominic,₩ & ONLY,50.0,2015-08-21,223087.0,False,https://open.spotify.com/album/1gH9rdHenF2tgGr5Q1EjNW,https://open.spotify.com/track/2kbTe9JWzLAXa4MCp1FVNz,j-pop
220,Alkaline,54,453226,https://open.spotify.com/artist/2LIAgeQ5NZurwixfoG3CWZ,"['dancehall', 'jamaican hip hop', 'traphall']",Love Yuh Everything,Love Yuh Everything,58.0,2015-04-09,165026.0,True,https://open.spotify.com/album/32CHNFFfNt5l2bc3vmaPcT,https://open.spotify.com/track/0Bhgvv9rPEAGkh8SA5TAtR,j-dance
221,Kyary Pamyu Pamyu,47,449338,https://open.spotify.com/artist/7Gh6fW49xfXLP8DTWaLVJP,"['j-idol', 'japanese electropop']",PONPONPON,ぱみゅぱみゅレボリューション,57.0,2012-01-11,242826.0,False,https://open.spotify.com/album/0dYoEirIRah6OKJl1okk6Z,https://open.spotify.com/track/1c6C2wg7PRbPBRRUaEvheC,j-idol
222,Spice,59,445634,https://open.spotify.com/artist/0wEvWMQRqaXcgnrZv6KtyL,"['dancehall', 'dancehall queen', 'jamaican dancehall']",Go Down Deh (feat. Shaggy and Sean Paul),10,72.0,2021-08-06,154151.0,False,https://open.spotify.com/album/7pKLvzqcLuNx96e59VFREP,https://open.spotify.com/track/58dGRQrNmAJeRMFuguUbvD,j-dance
223,Sik-K,54,438832,https://open.spotify.com/artist/5DIi2JWfQPTKffaVBlIYRn,"['k-rap', 'korean r&b']",The Purge,H1GHR : RED TAPE,58.0,2020-09-02,221387.0,True,https://open.spotify.com/album/3KqpbZ7sjKTV6liKowq2MT,https://open.spotify.com/track/3gGyzpBLb7pqOw5oC47QaV,korean
224,Colde,62,434991,https://open.spotify.com/artist/3VQDqjQ4wJyw8PzpGdlZpB,['korean r&b'],Don't ever say love me (feat. RM of BTS),Love Part 2,79.0,2023-05-04,214920.0,True,https://open.spotify.com/album/1llUyjGU6LXQzd2oJCzh4S,https://open.spotify.com/track/34o6gteNy2T5rieA0xYAgo,korean
225,AKB48,53,434225,https://open.spotify.com/artist/01wau5CL3Z1vfJJWkzBkqg,"['48g', 'j-idol', 'j-pop', 'j-pop girl group']",Seventeen,SET LIST〜グレイテストソングス〜完全盤,59.0,2006,225253.0,False,https://open.spotify.com/album/36cRSYRGxDJHLRqIOV1dvQ,https://open.spotify.com/track/7ntInJEUj7yhOYVFLLKK4t,j-idol
226,Sam Kim,56,430811,https://open.spotify.com/artist/4BBN286rBKyCWsSPq2cxYO,"['k-pop', 'korean r&b']",Love Me Like That,"Nevertheless, (Original Television Soundtrack, Pt. 6)",71.0,2021-07-24,211363.0,False,https://open.spotify.com/album/4MLxdCgljBck6ddj3BKFTi,https://open.spotify.com/track/1lhm29o3syw122xynSKaAK,korean
227,Sam Kim,56,430811,https://open.spotify.com/artist/4BBN286rBKyCWsSPq2cxYO,"['k-pop', 'korean r&b']",Love Me Like That,"Nevertheless, (Original Television Soundtrack, Pt. 6)",71.0,2021-07-24,211363.0,False,https://open.spotify.com/album/4MLxdCgljBck6ddj3BKFTi,https://open.spotify.com/track/1lhm29o3syw122xynSKaAK,j-pop
228,Younha,52,428031,https://open.spotify.com/artist/6GwM5CHqhWXzG3l5kzRSAS,['korean pop'],Event Horizon,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',64.0,2022-03-30,300786.0,False,https://open.spotify.com/album/63mur6I6yCG9cOxOst3i7c,https://open.spotify.com/track/6RBziRcDeiho3iTPdtEeg9,j-pop
229,Younha,52,428031,https://open.spotify.com/artist/6GwM5CHqhWXzG3l5kzRSAS,['korean pop'],Event Horizon,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',64.0,2022-03-30,300786.0,False,https://open.spotify.com/album/63mur6I6yCG9cOxOst3i7c,https://open.spotify.com/track/6RBziRcDeiho3iTPdtEeg9,korean
230,David Tao,55,423425,https://open.spotify.com/artist/40tNK2YedBV2jRFAHxpifB,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",就是愛妳,太平盛世,62.0,2005-08-01,261906.0,False,https://open.spotify.com/album/1XnDRFsNxG12nZPRXNcPkU,https://open.spotify.com/track/73eCSQ1DxQbaOnzy8PhKx3,chinese
231,Tani Yuuki,61,417798,https://open.spotify.com/artist/0B1ce3uNrzkdm76NXI4mhX,"['j-pop', 'japanese teen pop']",W / X / Y,Memories,60.0,2021-12-08,278118.0,False,https://open.spotify.com/album/1aYWdnbKO3asqDUruOl2cY,https://open.spotify.com/track/3cBghvTcQNDNkW98Y4eGaP,japanese
232,Tani Yuuki,61,417798,https://open.spotify.com/artist/0B1ce3uNrzkdm76NXI4mhX,"['j-pop', 'japanese teen pop']",W / X / Y,Memories,60.0,2021-12-08,278118.0,False,https://open.spotify.com/album/1aYWdnbKO3asqDUruOl2cY,https://open.spotify.com/track/3cBghvTcQNDNkW98Y4eGaP,j-pop
233,Ai Otsuka,48,416705,https://open.spotify.com/artist/0q7KOr99MYmwKxivChxpSd,"['j-pop', 'japanese singer-songwriter']",さくらんぼ,LOVE PUNCH,60.0,2004-03-31,233800.0,False,https://open.spotify.com/album/54YEgdwpHNFQmZog7Lffwy,https://open.spotify.com/track/5U1xJmlRimUm6DtRd0kM6f,japanese
234,Akina Nakamori,51,410208,https://open.spotify.com/artist/7140bcJ0ZySe314nUfOo1J,"['idol kayo', 'j-pop', 'japanese new wave', 'kayokyoku', 'techno kayo']",DESIRE -情熱- - 30th anniversary mix,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,53.0,2012-08-01,264253.0,False,https://open.spotify.com/album/6omKm2a8Vc6KDPqVr06LZT,https://open.spotify.com/track/7mGrHfdQmP4ChPzrpCUF5B,j-idol
235,Akina Nakamori,51,410208,https://open.spotify.com/artist/7140bcJ0ZySe314nUfOo1J,"['idol kayo', 'j-pop', 'japanese new wave', 'kayokyoku', 'techno kayo']",DESIRE -情熱- - 30th anniversary mix,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,53.0,2012-08-01,264253.0,False,https://open.spotify.com/album/6omKm2a8Vc6KDPqVr06LZT,https://open.spotify.com/track/7mGrHfdQmP4ChPzrpCUF5B,japanese
236,Kazumasa Oda,49,407677,https://open.spotify.com/artist/2UzjSnmjccLgd1DkvAH5OR,"['j-pop', 'japanese singer-songwriter']",たしかなこと,Anohi Anotoki,38.0,1994,302733.0,False,https://open.spotify.com/album/0M4iaTtU6FGjkWx5QWsJdj,https://open.spotify.com/track/5HaCCCKJquEsamhLwDEFEz,japanese
237,Naoto Inti Raymi,48,395256,https://open.spotify.com/artist/77SZmOd2zA3L3n9x697iWb,"['j-pop', 'japanese singer-songwriter']",愛してた(feat.れん),アドナイン,18.0,2023-07-19,270573.0,False,https://open.spotify.com/album/63sVoHZGnZT1aF4r6k8Ezn,https://open.spotify.com/track/6Hw5anuHgxZArZGxIcFg3T,japanese
238,Loco,57,387363,https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm,"['k-pop', 'k-rap', 'korean r&b']",Say Yes,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",71.0,2016-08-29,218897.0,False,https://open.spotify.com/album/68xTLBWjoRADRf86WYmTmy,https://open.spotify.com/track/27zrFrtUtWl2urlvjOn5xc,korean
239,Loco,57,387363,https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm,"['k-pop', 'k-rap', 'korean r&b']",Say Yes,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",71.0,2016-08-29,218897.0,False,https://open.spotify.com/album/68xTLBWjoRADRf86WYmTmy,https://open.spotify.com/track/27zrFrtUtWl2urlvjOn5xc,j-pop
240,pH-1,58,386151,https://open.spotify.com/artist/2u7CP5T30c8ctenzXgEV1W,"['k-rap', 'korean r&b']",Nerdy Love,Nerdy Love,59.0,2020-01-09,196373.0,False,https://open.spotify.com/album/2mN6cv4lJ5zATfEr84Myro,https://open.spotify.com/track/2TfsNTyC4uuamXBZJnU0ga,korean
241,JANNABI,51,385050,https://open.spotify.com/artist/2SY6OktZyMLdOnscX3DCyS,['korean indie rock'],for lovers who hesitate,LEGEND,65.0,2019-03-13,265000.0,False,https://open.spotify.com/album/28GiIRNu9nEugqnUci3aIC,https://open.spotify.com/track/5BqwC9kOBbqYkzdOKeXFFk,korean
242,Yumi Arai,54,380157,https://open.spotify.com/artist/5W7F9IM2vsR9EDCk5T2Uqz,"['japanese folk', 'japanese singer-songwriter']",ルージュの伝言,COBALT HOUR,63.0,1975-06-20,182800.0,False,https://open.spotify.com/album/5q4nqytaxLA99VEVJ6yQRu,https://open.spotify.com/track/1jw992uwXhqJJ0H42ucTRL,japanese
243,Hoody,52,379189,https://open.spotify.com/artist/7lXgbtBDcCRbfc5f8FhGUL,['korean r&b'],Adios,Departure,55.0,2019-10-29,200568.0,False,https://open.spotify.com/album/5sr4L6QMoNr4BDWfTDuUOa,https://open.spotify.com/track/3T4s8KFP2SGW7hfmbcICsv,korean
244,UNISON SQUARE GARDEN,54,375484,https://open.spotify.com/artist/449AEgfeOxqAuRn0uX6l3u,"['anime', 'j-pop', 'j-rock']",シュガーソングとビターステップ,Dr.Izzy,64.0,2016-07-06,253226.0,False,https://open.spotify.com/album/66AWCzSxxBUxLlN5Mw3YdW,https://open.spotify.com/track/6bfjEGSR7DyC8MK8cp3ZCp,j-pop
245,Takaya Kawasaki,51,371552,https://open.spotify.com/artist/3BjFX1nExMNHvSaoLd1I1k,"['j-pop', 'japanese teen pop']",魔法の絨毯,I believe in you,67.0,2018-03-14,208896.0,False,https://open.spotify.com/album/57MaahzIW7aiwZMCiveDsL,https://open.spotify.com/track/3PK5ERLCyMuQ5Cb89GbZVL,j-pop
246,Takaya Kawasaki,51,371552,https://open.spotify.com/artist/3BjFX1nExMNHvSaoLd1I1k,"['j-pop', 'japanese teen pop']",魔法の絨毯,I believe in you,67.0,2018-03-14,208896.0,False,https://open.spotify.com/album/57MaahzIW7aiwZMCiveDsL,https://open.spotify.com/track/3PK5ERLCyMuQ5Cb89GbZVL,japanese
247,BiSH,55,368684,https://open.spotify.com/artist/0ebinq3ZTOQAJNag4sBTJj,"['anime', 'idol rock', 'j-pixie', 'j-pop', 'j-rock']",innocent arrogance,innocent arrogance,63.0,2023-04-02,211911.0,False,https://open.spotify.com/album/1VoA8bMAIB5BRjSMqaFQkP,https://open.spotify.com/track/7JgBlEV4AbeHVhaTczGdTg,j-pop
248,BiSH,55,368684,https://open.spotify.com/artist/0ebinq3ZTOQAJNag4sBTJj,"['anime', 'idol rock', 'j-pixie', 'j-pop', 'j-rock']",innocent arrogance,innocent arrogance,63.0,2023-04-02,211911.0,False,https://open.spotify.com/album/1VoA8bMAIB5BRjSMqaFQkP,https://open.spotify.com/track/7JgBlEV4AbeHVhaTczGdTg,j-idol
249,Da-iCE,55,366457,https://open.spotify.com/artist/71UIOLnsacxQHlU55TvfiH,"['j-pop', 'j-pop boy group']",CITRUS,SiX,68.0,2021-01-20,248653.0,False,https://open.spotify.com/album/0YH4dHHpaUUtXfWykOOiku,https://open.spotify.com/track/2IL2asrtx7XM1y8fu2RMnR,j-pop
250,DA PUMP,45,363184,https://open.spotify.com/artist/3NRXKeatDxKe4apH6XawKX,"['j-pop', 'j-pop boy group', 'japanese dance pop', 'okinawan pop']",if...,if...,59.0,2000-09-27,218800.0,False,https://open.spotify.com/album/1KwFfjS6VzlollGPr84mAm,https://open.spotify.com/track/78LQTUp1f8APWgFNZNOD5y,j-dance
251,SUPER BEAVER,58,362438,https://open.spotify.com/artist/0SMhG4gXGD4gzLMMz08cQU,"['anime', 'j-pop', 'j-poprock', 'j-rock']",儚くない,儚くない,66.0,2023-06-17,310560.0,False,https://open.spotify.com/album/5EEjxpKogAFBEgzf8Kjlv2,https://open.spotify.com/track/4oGe0AT9wDhwHfDTifSw0e,j-pop
252,iri,54,361753,https://open.spotify.com/artist/1mN9lPKzTRTOop4u7S1Uy9,"['j-pop', 'japanese electropop', 'japanese r&b']",Season,PRIVATE,55.0,2023-05-10,208133.0,False,https://open.spotify.com/album/1WnTRvkka3YQKTdMWt3J8O,https://open.spotify.com/track/59ZJXXQ0VeLtBK5EfW0KLJ,japanese
253,iri,54,361753,https://open.spotify.com/artist/1mN9lPKzTRTOop4u7S1Uy9,"['j-pop', 'japanese electropop', 'japanese r&b']",Season,PRIVATE,55.0,2023-05-10,208133.0,False,https://open.spotify.com/album/1WnTRvkka3YQKTdMWt3J8O,https://open.spotify.com/track/59ZJXXQ0VeLtBK5EfW0KLJ,j-pop
254,もさを。,50,360933,https://open.spotify.com/artist/71KI7v1YqVU8cIFzBl47dh,['japanese teen pop'],ぎゅっと。,こいのうた,54.0,2022-12-07,272800.0,False,https://open.spotify.com/album/4015DFzdg5NzUaR1yT5rcz,https://open.spotify.com/track/2c4AHHJfQIQhXOiL3YEAF0,japanese
255,Seiko Matsuda,52,356160,https://open.spotify.com/artist/3E5NLQpQbd0eJ18XO9zC0h,"['idol kayo', 'japanese singer-songwriter', 'kayokyoku', 'techno kayo']",赤いスイートピー,BIBLE,57.0,1980,218533.0,False,https://open.spotify.com/album/0dgfL1KfvwumtF2RH4gNZL,https://open.spotify.com/track/0b5iSriqvDLmd6QSWkalr3,j-idol
